Index,Date,Type Code,Type Name,Type Shortname,Account,Amount,Amount Currency Full,Amount Currency,Account To,Amount To,Amount To Currency Full,Amount To Currency,Balance,Balance Currency Full,Balance Currency,Base Category,Sub Category,Full Category,Description,Agent,Check number,Class
466,9 Dec 2020 16:26:12,5,Money Transfer,TMT,Saving Account (Kept),50,Thai Baht,THB,Primary (KBank),50,Thai Baht,THB,1326019,Thai Baht,THB,,,,,,,
467,11 Dec 2020 20:19:55,5,Money Transfer,TMT,Primary (KBank),900,Thai Baht,THB,Wallet,900,Thai Baht,THB,12851.07,Thai Baht,THB,,,,,,,
468,11 Dec 2020 20:20:07,2,Expense,TEP,Wallet,640,Thai Baht,THB,,0,Unknown,UKN,800,Thai Baht,THB,Food,Dinner,Food: Dinner,,MK,,Couple
469,13 Dec 2020 11:08:50,2,Expense,TEP,Wallet,40,Thai Baht,THB,,0,Unknown,UKN,760,Thai Baht,THB,Food,Breakfast,Food: Breakfast,Food court,,,
470,13 Dec 2020 15:56:05,2,Expense,TEP,True wallet,30,Thai Baht,THB,,0,Unknown,UKN,15,Thai Baht,THB,Food,Snacks,Food: Snacks,,7-11,,
471,13 Dec 2020 18:02:07,2,Expense,TEP,World Mastercard (KTC),501.6,Thai Baht,THB,,0,Unknown,UKN,58179.66,Thai Baht,THB,Food,Dinner,Food: Dinner,,NeoSuki,,
472,16 Dec 2020 16:07:13,2,Expense,TEP,World Mastercard (KTC),766,Thai Baht,THB,,0,Unknown,UKN,57413.66,Thai Baht,THB,Food,Dinner,Food: Dinner,,Gogoda,,
473,16 Dec 2020 20:31:16,5,Money Transfer,TMT,Primary (KBank),200,Thai Baht,THB,True wallet,200,Thai Baht,THB,12651.07,Thai Baht,THB,,,,,,,
474,16 Dec 2020 20:38:00,2,Expense,TEP,True wallet,74,Thai Baht,THB,,0,Unknown,UKN,141,Thai Baht,THB,Food,Snacks,Food: Snacks,,7-11,,
475,16 Dec 2020 23:00:00,3,Income,TIN,Primary (KBank),810,Thai Baht,THB,,0,Unknown,UKN,13461.07,Thai Baht,THB,Reimbursement,,Reimbursement,For Nintendo switch online,,,
476,16 Dec 2020 23:06:50,2,Expense,TEP,YouTrip (USD),34.83,US Dollar,USD,,0,Unknown,UKN,704.1,US Dollar,USD,Digital Shopping,Game,Digital Shopping: Game,,NintendoSwitch,,
477,16 Dec 2020 23:46:45,2,Expense,TEP,World Mastercard (KTC),200,Thai Baht,THB,,0,Unknown,UKN,57213.66,Thai Baht,THB,Digital Shopping,Game,Digital Shopping: Game,,CookieRun,,
478,16 Dec 2020 23:47:19,2,Expense,TEP,World Mastercard (KTC),599,Thai Baht,THB,,0,Unknown,UKN,56614.66,Thai Baht,THB,Digital Shopping,Game,Digital Shopping: Game,,CookieRun,,
479,17 Dec 2020 19:28:52,2,Expense,TEP,True wallet,35,Thai Baht,THB,,0,Unknown,UKN,106,Thai Baht,THB,Food,Dinner,Food: Dinner,,7-11,,
480,17 Dec 2020 19:41:18,99,Unknown,TUN,Primary (KBank),9676.81,Thai Baht,THB,,0,Unknown,UKN,23137.88,Thai Baht,THB,,,,,WealthMagik,,
481,18 Dec 2020 00:28:25,3,Income,TIN,Primary (KBank),37.79,Thai Baht,THB,,0,Unknown,UKN,23175.67,Thai Baht,THB,Interest,,Interest,,,,
482,18 Dec 2020 00:45:18,3,Income,TIN,Traveling (KcNt),31.13,Thai Baht,THB,,0,Unknown,UKN,19608.57,Thai Baht,THB,Interest,,Interest,,,,
483,18 Dec 2020 13:08:26,5,Money Transfer,TMT,Primary (KBank),9999.77,Thai Baht,THB,YouTrip (USD),335.82,US Dollar,USD,13175.9,Thai Baht,THB,,,,,,,
484,18 Dec 2020 23:12:41,2,Expense,TEP,World Mastercard (KTC),299,Thai Baht,THB,,0,Unknown,UKN,56315.66,Thai Baht,THB,Digital Shopping,Game,Digital Shopping: Game,,CookieRun,,
485,19 Dec 2020 08:34:02,5,Money Transfer,TMT,Traveling (KcNt),1000,Thai Baht,THB,Wallet,1000,Thai Baht,THB,18608.57,Thai Baht,THB,,,,,,,
486,19 Dec 2020 08:34:47,5,Money Transfer,TMT,Wallet,60,Thai Baht,THB,Primary (KBank),60,Thai Baht,THB,1700,Thai Baht,THB,,,,,,,
487,19 Dec 2020 08:35:42,2,Expense,TEP,Wallet,165,Thai Baht,THB,,0,Unknown,UKN,1535,Thai Baht,THB,Food,Breakfast,Food: Breakfast,,Chanthaburi,,Travel
488,19 Dec 2020 08:55:40,2,Expense,TEP,Traveling (KcNt),1700,Thai Baht,THB,,0,Unknown,UKN,16908.57,Thai Baht,THB,Traveling,Accommodation,Traveling: Accommodation,,Chanthaburi,,Travel
489,19 Dec 2020 10:56:54,2,Expense,TEP,Wallet,30,Thai Baht,THB,,0,Unknown,UKN,1505,Thai Baht,THB,Food,Snacks,Food: Snacks,ลูกชิ้น,Chanthaburi,,Travel
490,19 Dec 2020 11:01:05,2,Expense,TEP,Wallet,30,Thai Baht,THB,,0,Unknown,UKN,1475,Thai Baht,THB,Food,Snacks,Food: Snacks,Fruit,Chanthaburi,,Travel
491,19 Dec 2020 11:49:38,2,Expense,TEP,Wallet,160,Thai Baht,THB,,0,Unknown,UKN,1315,Thai Baht,THB,Traveling,Travel fee,Traveling: Travel fee,,Chanthaburi,,Travel
492,19 Dec 2020 13:39:34,5,Money Transfer,TMT,Primary (KBank),500,Thai Baht,THB,True wallet,500,Thai Baht,THB,12735.9,Thai Baht,THB,,,,,,,
493,19 Dec 2020 13:40:47,2,Expense,TEP,True wallet,177,Thai Baht,THB,,0,Unknown,UKN,429,Thai Baht,THB,Food,Snacks,Food: Snacks,7-11 snacks,Chanthaburi,,Travel
494,19 Dec 2020 15:04:59,2,Expense,TEP,Wallet,20,Thai Baht,THB,,0,Unknown,UKN,1295,Thai Baht,THB,Car,Parking,Car: Parking,,Chanthaburi,,Travel
495,19 Dec 2020 15:06:35,2,Expense,TEP,Wallet,20,Thai Baht,THB,,0,Unknown,UKN,1275,Thai Baht,THB,Traveling,Travel fee,Traveling: Travel fee,,Chanthaburi,,Travel
496,19 Dec 2020 15:07:29,2,Expense,TEP,Wallet,20,Thai Baht,THB,,0,Unknown,UKN,1255,Thai Baht,THB,Traveling,Travel fee,Traveling: Travel fee,,Chanthaburi,,Travel
497,20 Dec 2020 00:00:55,2,Expense,TEP,Wisdom (KBank),2792.67,Thai Baht,THB,,0,Unknown,UKN,1008207.33,Thai Baht,THB,Physical Shopping,Mobile,Physical Shopping: Mobile,ค่า iPad   Auto-generated transaction,Natcha,,
498,20 Dec 2020 10:03:35,2,Expense,TEP,Wallet,40,Thai Baht,THB,,0,Unknown,UKN,1215,Thai Baht,THB,Drinks,Tea,Drinks: Tea,,Chanthaburi,,Travel
499,20 Dec 2020 11:27:57,2,Expense,TEP,Wallet,15,Thai Baht,THB,,0,Unknown,UKN,1200,Thai Baht,THB,Food,Snacks,Food: Snacks,,Chanthaburi,,Travel
500,20 Dec 2020 12:30:31,2,Expense,TEP,Wallet,240,Thai Baht,THB,,0,Unknown,UKN,960,Thai Baht,THB,Food,Lunch,Food: Lunch,,Chanthaburi,,Travel
501,20 Dec 2020 15:08:51,2,Expense,TEP,World Mastercard (KTC),580,Thai Baht,THB,,0,Unknown,UKN,55735.66,Thai Baht,THB,Car,Fuel,Car: Fuel,,Chanthaburi,,Travel
502,20 Dec 2020 19:09:58,2,Expense,TEP,World Mastercard (KTC),680,Thai Baht,THB,,0,Unknown,UKN,55055.66,Thai Baht,THB,Food,Dinner,Food: Dinner,BonChon,Chanthaburi,,Travel
503,21 Dec 2020 20:00:39,2,Expense,TEP,World Mastercard (KTC),790,Thai Baht,THB,,0,Unknown,UKN,54265.66,Thai Baht,THB,Health,Dental,Health: Dental,,Paolo,,
504,21 Dec 2020 20:40:41,2,Expense,TEP,World Mastercard (KTC),298,Thai Baht,THB,,0,Unknown,UKN,53967.66,Thai Baht,THB,Physical Shopping,Personal care,Physical Shopping: Personal care,,BigC,,
505,22 Dec 2020 17:49:35,5,Money Transfer,TMT,True wallet,352,Thai Baht,THB,Primary (KBank),352,Thai Baht,THB,77,Thai Baht,THB,,,,Reimburse from prang friends,,,
506,22 Dec 2020 17:57:02,3,Income,TIN,Spend (KcNt),8.83,Thai Baht,THB,,0,Unknown,UKN,8213.07,Thai Baht,THB,Interest,,Interest,,,,
